Tweets;Status
Turkcell salla kazan 10 gb nasýl bitecek la bu;1
@meraldiril bide bana hizmet sunuyor peh peh peh ? bundan sonra tek gerçek emek Turkcell bayii Ömer abi ?;1
Paket icerigini arttýrýp fiyatlarý düsürdügün icin tesekkurler turkcell;1
Yandex, Turkcell ile birlikte yerli arama motoru kurdu: ‘Yaani’;3
turkcell de salla kazan tekrar baþladý diye sevinmiþtim bi baktým 4.5glilere özelmiþ aq ::::(((((;2
@ebrucetin sen benim pisikimsin ??? turkcell esraa;3
Turkcell çöküþün eþiðinde;2
Turkcell’li Atletler Belgrad’da Sahne Alýyor-;3
@tolgaslan35 nasý unutursun reis: muslera'nýn turkcell reklamýnda ayý tekmelemesi;3
YÝNE TURKCELL YÝNE KALÝTELÝ ÝLETÝÞÝM DE MÜKEMMEL TARÝFELER 4.5G ÝNTERNET HIZI ÝLE BÝRLÝKTE...;1
Bu 14 þubatý çok sevdim Turkcell 2 GB internet hediye etti ????;1
@arkadakimavili fiber bölgedeysen süperonline geç derim hayvan gibi internet 50mbs kullanýyorum dkfdfj ama o da yandaþ turkcell :);1
reis putinle konusurken arada þu turkcell meselesini çözse ne guzel olur ferit ne var ne yok satti talibi hazir yani? hayal iþte;3
@Turkcell Evime  geldiniz  superline + turkcell  kullandýralým dediniz 79 tl tek fatura dediniz 3 aydýr beni delirttiniz. Hani tek fatura ?;2
Turkcell Hisse Düþüþü Algortimik Hata Deðil Dolandýrýcýlýkmýþ   #turkinternetcom;3
Kulaklýðý da parasýný da kýçýnýza sokun sevgili turkcell. Hepiniz ayný boksunuz.;2
@TurkcellHizmet Aylar oldu hala Turkcell Yedek uygulamanýz güncellenecek?Alternatif sunmadýnýz?;2
@maGuneyy turkcell soysun sizi ahdhdj;2
Turkcell Bedava Ýnternet – Bedava Dakika – 4.5G Salla Kazan Kampanyasý 2017  @Netlobi aracýlýðýyla;1
@thoosax turkcell icin var mý;3
@superonlinetr 64 liralýk faturami , 76 liraya çýkaran harima kurum turkcell superonline. Kafalarýna göre. Yetkiliiiiiii! Nerdesin;2
Turkcell enerji þirketi kuruyor #ekonomi #finans;3
Çalis çalis ? (@ Turkcell Convergence);3
Yine ayýlamýyoruz harikaa ?? (@ Turkcell Ýletiþim Merkezi in Bursa, Türkiye);3
Turkcell'in yeni yüzü ?????;3
Ensar’a sponsor olan Turkcell’in yýllýk kârý yüzde 27 düþtü;2
Turkcell in babaannesi kaþar;2
$TKC: Turkcell Iletisim Hizmetleri A.S. (ADR) current price of $8.17 is now higher than the target price of $7.98. (;3
#Isparta Dilara turkcell iletiþim merkezine bekleriz...;3
Turkcell'le baðlandým hayata hayýrlý olsun favý alýrým millet :);1
@superonlinetr eski bir Turkcell calisani olarak, boyle bir kurumun boyle duzenbazliklara yer vermesine hala inanamiyorum.;2
Turkcell Kan Kaybediyor;2
turkcell'den 2000 yýlýnda new york borsasýnda tüm parayý kaybettik;2
Yeni telefon sapýðým Turkcell .Açmadýðým halde 365 kere aramasýný baþka türlü açýklayamýyorum.;2
baþkasýna nasýlsýnki ? bana iyi olasýn? diðerleri turkcell paketi dahilinde;3
En yakýn Turkcell Süper Online Þubeleri için sitemizi ziyaret edebilirsiniz.;3
turkcell hesabýna nasýl giriyodul amk;3
Sevdiðim yok Turkcell bana sevgili bulun alýyým telefon @Turkcell;3
Rating Update for Turkcell Iletisim Hizmetleri AS $TKC;3
Turkcell'e yine Salla Kazan gelmiþ ?????;1
14 þubatta en güzel hediyeyi gnç turkcell  verdi saðolsun o da olmasa ... ???;1
Turkcell ve Koç Holding'deki iþlemlere brüt tak;3
106 lira fatura mý olur turkcell sadece soruyorum;2
Borsa Ýstanbul/Karadað: Turkcell ve Koç Holding hisselerindeki hareket algoritmik iþlem kaynaklý;3
@tribundergi bari turkcell le baðlan hayata baþkan, yakma bizi, bitirme bizi, eyletmen beni;1
3 hafta önce 4 takýmýn ortak olduðu þampiyonluk yarýþý bu hafta itibariyle tek takýma düþtü. Turkcell süper lig hiç bitmesin :);1
Turkcell Bayiliði Nedir? Nasýl Alýnýr?;3
40- Sonuç olarak Pamukbank 17 Ekim 2004'de Halkbank'a devredilirken, Turkcell hisseleri Çukurova'da kaldý.;3
Bezdum da (@ Turkcell Convergence);3
Ekonomi Haberi: Turkcell'den 1.500 kiþiye iþ imkâný - Sabah;1
#goodmornig (@ TURKCELL CEPTAÞ  DAÐITIM MERKEZÝ TRABZON in Trabzon);3
Turkcell sallayan kazanýyor dedi salladýk 1000 dk kazandýk, onun yerine sallayýp sevgili göndersene Turkcellciðim ne yapcam ben bu dk'yý;3
@_picontheboard_ hýý daha önce yaptýlar noldu bak turkcell hala batmadý Ensar diyeni mahkemeye verdi ??;3
"Borsa Ýstanbul Baþkaný Karadað: ""Geçen günlerde Turkcell ve Koç Holding hisselerindeki anlýk düþüþ algoritmik iþlem kaynaklý""";3
@Buragl111 turkcell kazýk takýl sen bimcell le kxkskx yaklaþmayýn buralara sakin;2
@Turkcell merhaba turkcell.20 senelik dostlugumuz var odemelerde sorun yok yani telefon hediyesi haketmedik mi.dostlugumuz pekissin;1
@TurkcellHizmet merhaba. Numarami bir baska operatöre taþýdým turkcell hattimda kalan bakiyeyinin iadesini nasil yapýyorsunuz.;2
iyi de Herkes TURKCELL Abonesi Deðil ki ??;3
@turktelekom çekmiyor çekmiyor kaç para ulan bu turkcell fakir telefonu avea, parayý bulayým ilk iþim turkcell geçmek;1
Turkcell'e kýzgýným. Ve bu kýzgýnlýk sanýrým ayrýlýkla sonlanýcak gibi geliyor bana.Farklý bir operatörün %30'u fazla fiyat teklif ediyorlar;2
turkcell kadar þerefsiz misiniz ya;2
Burdan Turkcell'e sesleniyorum o 3 tl haram olsun;2
Hayatýmda turkcell kadar kazýk 1 operatör görmedim;2
Turkcell gözümde son demlerini yaþýyor hattý deðiþicem bu nedir ya kepazelik çekiyorum;2
Sonra turkcell olduðunu görüp sövüyorum;2
Turkcell smsle internetimi göndermedi abv turkcell;2
Turkcell sen ne kadar kaþarsýn;2
þu zamana kadar gördüðüm en kazýk operatör turkcelldir aksini iddia eden turkcell çalýþanýdýr;2
TTNet Piþmanlýktýr , Digitürk Piþmanlýktýr, Turkcell Piþmanlýktýr.;2
Turkcell artýk insanlarý kazýklamayý býraksýn..;2
Kurtulacam Senden Turkcell;2
160 tl fatura mi olur zalimsin turkcell;2
Turkcell bayine giriyosun internet paketi yapmaya adamlar zorla faturalý hat satmaya çalýþýyo sövmeyelim mi þimdi;2
Turkcell 6 GB interneti 10gunde nereye harcadigimin hesabini versin! Aile gecinir ya 6 GB'la.Colugumun cocugumun rizkini yedi Turkcell.;2
Sevdiginle göz göze intertten uyumayi dene!! Allah cezani turkcell yaa hadi benim romantikligim eksik ama bu hic olmusmu yaaa üzdün beni;2
Günde 5 vakit turkcell'e sövüyorum.;2
Turkcellden geçiþ yapiyorum ulan avea ya kazik amk turkcell;2
cok kazýksýn turkcell.;2
Paranla rezil olmak istersen Turkcell'e abone olacaksýn... 3 G parasý ödeyip edge internet hizmeti alacaksýn... @TurkcellHizmet;2
Turkcell müþteri hizmetleri kalitesi 0 denilebilir;2
turkcell den 18 yýl sonra nihayet kurtuldum.;2
Turkcell kanýmý emdin kanýmý;2
Aptal turkcell niye edge cekiyor;2
Turkcell bir insan olarak vücut bulsaydý, böbreklerinizi çalýp satan türden biri olurdu. Tek farký, size bunun için fatura da yollardý;2
Turkcell kadar kazýkçý bir yer görmedim;2
Turkcell müsteri hizmetleri aramasý, yolda yürürken ayaðýný burkmak veya çanta cüzdan kaybetmek kadar sinir bozucu;2
Ulaþýlmasý çok güç biriyim uðraþmayýn. Yok lan öyle deðil Turkcell kullanýyorum çekmiyor her zaman ondan;2
Numaramý bu hýrsýzlara paylaþan turkcell'inde allah belasýný versin;2
sevgili turkcell neden telefon numaralarýmýzý satýyorsun veya bir baþkasýna veriyorsun? iznin var mý buna;2
Sýradaki küfürlerim sýrasý ile ÖSYM , ÝETT ve Turkcell ' e gelsin;2
Turkcell sana lanet olsun;2
Turkcell tam anlamýyla insaný sömürüyosun;2
Resmen turkcell beni kazýkladý;2
Turkcell harbiden hýrsýz amk bi internet paketine 20 tl veriyoruz;2
Turkcell sen ne kazýkçý bir operatörsün. Insanlarý çok iyi soyuyorsun demiyorum, âdeta kazýða oturtuyorsun. Sana yol göründü;2
Ulan paketin bitmiþ 15dakikam boþa gitti. Haram olsun turkcell.;2
Allah belaný versin senin hem ttnet hem turkcell yýl 2014 patatesle baðlanýyoruz internete;2
Yarým saattir internete baðlanmaya çalýþýyorum sevgili Turkcell,bu aralar bi mal bu internet hayýrdýr sizin istasyonlara da mý kedi girdi;2
Durup duruken tl lerimi yiyen turkcell kör kuyularda ýþýksýz kalýrsýn inþallah;2
Turkcell neden Çanakkale'nin göbeðinde iyi çekmiyor acaba? 3G acýnasý halde! @Turkcell;2
Turkcell den kurtuldum. Vodafone lu olmanýn verdigi mutluluk;2
Artýk bizimle deðilsin turkcell;2
Neden turkcell benim odada çekmiyor;2
Turkcell beni kazýklýyo bolca vay vay;2
Turkcell den telefon aldim basima gelmeyen kalmadi. Almayi dusunenler dikkat etsin;2
Sana verdiðim paralar haram olsun turkcell cart cekýyo curt cekiyo b.k cekiyo;2
Ne kadar aptalsýn belli deðil turkcell;2
Turkcell benimle dalga geçiyor 14 kubat ney la;2
14 KUBAT ne turkcell yanlýzlýgýmýzý yüzümüze mi vuruyon;2
Aveaya iyi ki geçmiþim turkcell harbi kazýklýyor;2
Turkcell reklamý kadar hayalperest bi reklam görmedim. Ayný þehirde bile aþk yaþamayý beceremeyen insanlar var kaldý ki ayrý þehirde pehhh;2
Turkcell iletmedigin mesajlarin her biri icin ayri ayri sovuyorum sana;2
Turkcell bi sus bi git bi rahat birak artik yetmedi mi cektirdigin yeter;2
Sevgili turkcell Allah vericilerinize ateþler düþürsün birliklerinizi bozsun! Amin;2
Lan turkcell ne yüzsüz çýktý sabahtan beri 3 kere arýyo yeter lan;2
Turkcell kadar paraya doymayan baska bir operatör görmedim!!! Toprak doyursun yüzünüzü;2
Alanda turkcell iptal vaziyette. Ýnternet hic yok. Onbinlerce insan var, izdiham derecesinde kalabalik.;2
sms paketi istediðim halde internet paketi yollayan itici turkcell. aveaya geçerim hacý ben;2
Turkcell in babannesi kaþar;2
Demin mesaj geldi bi heyecanlandim lan senin yuzunden allah belani versin Turkcell;2
Turkcell sabit faturam neden hic sabit gelmiyor!! Sana verdigim parayla arabayi yenilerim;2
Tlf acil arama yapabilirsn diyo acil aramam gereken yeri aramio !!!! Yesilkoyde turkcell sebekesi yokkk saatlerdir;2
Turkcell superonline senin kadar salakça hizmet veren bir kurum daha yok;2
Turkcell 15 tlyý sen nereye aldýn nereye lanet olsun yazýk verdýgýmýze yaa yazýk;2
@oguzsaripinar @TurkcellHizmet kesinlikle sikayetciyim, kesinlikle birakicam Turkcell'i;2
turkcell hattým dondurulacak mesaj ve aramalara cevap veremeyecegým;2
Bu turkcell beni illa deli edicek;2
þu Turkcell'in reklamlarý hiç samimi gelmiyor , extralarda çalýþanlarý da suratsiz ve müþteri memnuniyetinden anlamayan angutlarla dolu;2
lan turkcell yeter lan, akýllý kadýnlar kulübü mesajý atýp durma;2
Turkcell eskiden sadece mesaj atardý þimdi aramaya da baþladý çok sinir bozucu.;2
Turkcell'e 1 tl'min hesabýný yaptým.Küfür dolu mesaj attým.Mutluyum;2
Turkcell þimdi küfürü hakediyor ama he youtubede reklamlardan geçilmiyor lan;2
Niye Turkcell'i hiç sevmediðimi ve kullanmadýðýmý þimdi anladým... Renkleri itici gelmiþ bana demek ki hiç kaným ýsýnmamý;2
Lanet olsun turkcell sana;2
Telefonum iyice sapitti turkcell seninde canýn cehenneme;2
Turkcell herþeyden para kazanmayý planlayýp turbo internet çýkaracaðýna önce eldeki müþteriyi elde tutmaya çalýþ internet feci yavaþ;2
Turkcell kadar sömürücü bir gsm operatör görmedim;2
Turkcell de iyice suyunu cýkardý;2
Turkcell reklamlarý kadar itici biþey yok bence;2
Bu Turkcell gelene geçene geçiriyor kardeþim bu kadar net. Tarife yenilenmesin farklý operatöre geçicem dedim inadýna yenilemiþler;2
Ýlk defa Turkcell'den nefret ettim þu an;2
Telefonum ve turkcell beni hayattan soguttu;2
Turkcell bana yuklenýyor býrazdan bende ona yuklenýcem. Ulan mesaj atacagýnýza kustepeye bý dýrek dýkýn. Dusun turkcell cekmýyor;2
turkcell kadar kazýkcý bir operatör yok;2
Evet heer zamanki gibi faturami odemeyi unuturum ve telefonumuu kapatirlar ayýp ya niye hatýrlatmiyosun turkcell kardesim;2
ulan turkcell Allah senin bin türlü belaný versin. boþu boþuna 89 kontörümü yedin haram olur inþallah;2
Turkcell'den yediðim kazýðý hiçkimseden yemedim arkadaþ;2
Dünyanýn en samimiyetsiz ve saçma tanýtýcý reklamý alp kýrþanýn annesi ile diyaloðu olan reklam turkcell sana yakýþmýyor;2
Su andan itibaren Turkcell hattým hiçbir þekilde çekmiyor ve þebeke yok;2
Allah seni kahretsin turkcell bbm'de 10 tl yapilirmi ya yazik bize Len.. #turkcell;2
telefonsuz 4.günüm burda herþey yolunda mobilite konusunda sýkýntýlar var teþekkürler turkcell turkcellhizmet;2
turkcell yýllardýr turkcell kullanana kýyak yapma yenisine yap ayýp deðilmi.. sanki bulunmaz hint kumaþýsýnýz býrakýyorum artýk yeter..;2
tamam turkcell 400 mb kaldý sömürdün bitirdin bizi yeterince yeter...;2
öðrenciye 90 tl fatura kesiyosun turkcell neden boyle yapiyosun turkcell;2
turkcell e de mi kar yaðdý acaba? 3g ile bile mi 1 çeker!;2
internetim twitterdan baþka hiç bir yere girmeme izin vermiyor. teþekkürler turkcell;2
izmirin heryerinde çeken turkcell bi bizim evde adam gibiç ekmiyor;2
bir ton para veriyoruz ama adam gibi bir hizmet alamiyoruz. hani en iyi internet sizdeydi? turkcell turkcellhizmet;2
turkcell tfit almayýn. teknik servis yok. kol sallamasýný adým saymasý olarak gösterir. uyku modunda takýlýr. arada kendisini sýfýrlar.;2
faturayý geçirdiðinizin farkýndasýnýz yani?neyse geç olsun da güç olmasýn be cnm turkcell;2
turkcell 50 dakka hediye verdi ben harcayamadan aldý onuda bunlar hep yalnýzlýk;2
turkcell turkcell hattý olan kýmseyý kesýnlýkle aramýyorum artýk turkkcell hattý olanda bený sakýn aramasýn !!!!!!!!;2
burdan turkcell e selamlarýmý iletiyorum avcýlarda telefon nasýl çekmez;2
sonunda bugün kurtuldum senden sayýn turkcell;2
turkcell e hem cihazin parasini hem kampanya parasi verecegim bide daha ortada telefon yokken.ama kesinlikle herkesin hattini degistiricem;2
10 kisi birden cuma namazina gitmis artik turkcell ede alternatifi oldugunu hissettirmeli herkes.bu nasil ciddiyetsiz bi sube;2
turkcell fiber internet ýþýk hýzýnda gerçekten. 20 dakikalýk videoyu 1 saatte ancak izleyebiliyorsun, müthiþ!;2
turkcell menu yeter daa anladik mesaji ben iptal etmekten yoruldum sen gondermekten yorulmadin :(;2
turkcell verdigim paralari geri istiyorum. turbo hizda internet, amerikadan hizli internet, salla týrtcell meydan boþ,;2
güle güle turkcell, 10 yýl boyunca sömürdüðün emeklerden dolayý lanet eder, bundan sonraki hayatýnda baþarýlar dilerim. bol þans turkcell;2
turkcell ile olan 20 yýllýk birlikteliðimi bitirme kararý aldým ... daha fazla sömürülmeye dayanamayacaðým..;2
size odedigim paralar haram zikkim olsun istanbulun gobeginde telefonum cekmiyo internet paketimide kullanamiyorum turkcell turkcellhizmet;2
günlerdir bu saatlerde turkcell hesabým hizmet vermeyi kesiyor ve sabaha paketim azalmýþ oluyor. göz göre göre...;2
mobil internete ne oluyor? yarým saattir 3g falan yok, hýzý yerlebir? turkcellhizmet turkcell;2
"biri artýk turkcell'e; 50 liraya 'olay' yaptýðý paketi, diðer operatörlerde 25 liraya kullandýðýmýzý söylesin, kazýk...ayy yazýk diycektim.";2
abi allah askina bana þöyle sinirsiz hizý düþmeyen bi interneti paketi verin artik. yeminle bezdim artik turkcell;2
turkcell çok pahalýsýn anam baþkalarýný kandýr;2
turkcell4g daha bizim evde telefon çekmiyor 4g mi ? turkcell;2
odamda turkcell 2g zor çekiyor bide 4g ye geçiyor diyolar palavere bunlar;2
demekki neymiþ turkcell -akcell olursa degeri %20 düþermiþ.demokratik tepkimiz devam edecek. mehmetcheliklv bkenes;2
bu turkcell niye cekmez ya ..?;2
turkcell siz asýl iþinizi yapmayýp böyle þeylerle uðraþmaya devam edin!!! taksimde turkcell çekmiyor;2
ne yapsak da bu müþteriyi söðüþlesek diye düþünüyolar resmen. iliðimi kuruttun turkcell her ay 30 lira neyinize yetmiyo allahsýzlar.;2
ulam tl yükledim 1 haftadýr paket yapýcam hangi paketi denesem yok þu kriter yok bu kriter bezdim yeminle. kriterinize.. turkcell;2
turkcell vodafona geçtim hâlâ mesaj atiyosun turkcell ne yüzsüzsün;2
en kazýk hat turkcell ama ülkenin yarýsý onu kullanýyor;2
allah bin kere belaný versin turkcell bu saatte mesaj atýp heycanlandýrýyosun.;2
gnctrkcll turkcell turkcellhizmet siz yapýlan þikayetleri geri dönüþ yapmamak için mi alýyorsunuz ?;2
bugeceyine turkcell'in çekmediði yüzde 0.004 lük bölge benim evim.;2
turkcell tam 20 yýldýr iyi öpüyorsunuz herkese düzgün ýnternet paketi verseniz ya 50 gb parasýna 4 gb allahtan korkun;2
sen bitmiþsin turkcell;2
40 tl ye internet paketimi olur be insafsýzlar fakirin halinden anlayýn azcýk :) turkcell;2
gece saat 2'de 2adet fatuta bilgilendirme mesajý attýðýn için saðol turkcell turkcellhizmet . öðrenemesem uyku tutmaz, iþe gec kalýrdým.;2
türkiyenin en büyük aðý olduðunu iddaa eden turkcell nasýl oluyorda bizim evde çekmiyor ? turkcellhizmet lanetolsunsana;2
#AD?;2
apaydinreha aynen. turkcell i protesto ediyoruz;2
turkcell 2. aramam yarýn ilk is avea'ya gecmek olacak. benimle birlikte 3 platin üyeniz de aveali olacak.;2
siz müþteriyi memnun deðil,her zaman maðdur ediyorsunuz! sesimizi duyun artýk !!!! turkcell;2
ne demek telefon faturasi 200 tl ya al be al kartimi vereyim direkt maas sana yatsin be turkcell al.;2
fenerbahçe kadar taþ düþsün baþýnýza! turkcell turkcellhizmet superonlinetr;2
turkcellhizmet turkcell gnctrkcll hem hýz testi istiyorsunuz hem cevabý beklemeden konuþmayý kapýyorsunuz.adam gibi çalýþcak elaman alýn!;2
bu turkcell adamý kanser eder;2
hayýr giden parada deðilim,hepsi sizin olsun da,35 tl'lik faturaya 30 tl damga vergisi geçirmek, büyük marifet turkcell;2
"500dk konuþma, 1000 sms, 2 gb internet paketi turkcell'de 45tl; vodafone'da 25tl. adalet?";2
tempobet_turkey siteye avea ve vodafone 'dan eriþim varken turkcell 'den eriþim saglayamiyoruz bu konuda sizde bir bilgi var mý?;2
söylesene turkcell odamda neden çekmiyorsun?;2
turkcell diye allah belaný versin yaaa..;2
boþuna vodafone lu olmadýk... turkcell saçmalio...;2
ölmüþ baþýmýz saðolsun. katlettiðiniz için teþekkürler turkcell;2
benim o sahur paketine ihtiyacim vardi neden böyle yaptin turkcell;2
ne demek bu sene sana sahur paketi yok tamam turkcell sus turkcell konuþma turkcell;2
abi nasýl operatör nasýl internetsin anlamadýmki o kadar iyi reklam yapýyorsun ama bi de doðru düzgün çekmiyorsunturkcell turkcellhizmet;2
turkcell tamam her yerde cekiyosun ama çok pahalýsýn yav;2
önceden yaptýðým sýnýrsýz facebook paketini 500 mbye düþürdünya turkcell seninle ayrýlma vakti geldi galiba;2
turkcell 45 dkdýr ulaþmaya calýþýyorum???? mhz????;2
turkcell ödemeli neden aranýr sizce tl olmadýðý için dimi, ödemeli aramak için bile ücret talep ediyorsunuz. +;2
turkcellhizmet bu nasil bi 3g hizidir turkcell! heryerde ceker diosunuz 2 saattir 1 dakikalik videoyu izleyemedim.;2
turkcell adama kafayý yedirir hatta dibini bile sýyýrtýr.;2
turkcell reklamlarýnýzdan midem bulanýyo hiç güzel deðil çok itici reklamlar daha temiz insanlar oynatsanýz daha iyi olur;2
sahip oldugum en uzun iliskimi de sonlandirdim 9yil aradan sonra yolun acik olsun turkcell;2
ne demiþti recep ivedik. denizli'nin gobeðinde 2015 te turkcell çekmiyor. turkcellhizmet ne çektin be turkcell;2
attigim bayram mesajlarinin çoðu iletilmemis saglik olsun turkcell vicdanim rahat;2
turkcell müþteri hizmetleri ya benle dalga geçti ya da bu gece turkcell'de bonzai partisi var :));2
önce internetimi sonra tl lerimi sömürdün turkcell !!;2
allah cezaný versin turkcell tüm müþterilerini kaybedersin inþallah.;2
hem turkcell 3g hem de ttnet'te bir sikinti var.;2
turkcellhizmet turkcell musteri hizmetleri diyorsunuz ama hizmet kaliteniz yerlerde simkart deyistir dediniz deyistim problem cozulmedi >>>;2
turkcell in allah belasýný versin bu da ilk bedduamdýr;2
turkcell gece vakti helen bir mesaj sebebiyle 14? lik faturama ekleme yapýlmýþ.;2
turkcell yine yaptý showunu...kullanmadýgým internetin nasýl ve hangi aþýmý!;2
turkcell, výn'ýn kota aþýmýndan kazandýðý parayý yunanistan'a baðýþlasa hollanda olurdu komþu...;2
turkcell bize telefon numarasýnýn bize ait olduðuna dair sözleþme gönderilecek dendi. 2 haftadýr mail yok. ama hukuk firmasý hergün arýyor.;2
"aylardýr evde turkcell düzgün çekmiyor,civarda baz kalmamýþ; iki akþamdýr uydunet ve teledünya da yok. sorsan hepsi dünya standartlarýnda!";2
turkcell olum sehrin ortasinda 3g yok siz 4g diyosunuz?;2
turkcell hepyanýnda o kadar faturayý kime ödesem hep yanýmda olur zaten sanki babamýn hayrýna yanýmdasýn;2
turkcell yarýn 15 tl'yi geri vermesin bakým neler oluyor;2
turkcell e kayýtlý olan 4 hattýmýda avea ya taþýyacaðým hafta içinde.;2
paket bilgilerimi ogrenmek istiyorum isleminiz su an gerceklestirilemiyor diyor. bu turkcell uyuyor mu arkadas;2
kartal8403 ahahah senelerce kazýk yedim turkcell den böyle iyi boþver;2
turkcell ve superonline bizim icin bitmistir;2
gecenin köründe attýklarý bilgilendirme mesajlarý yüzünden uyandýðým turkcell turkcell neyin kafasýnda acaba!;2
turkcell önce yurtiçindeki eski abonelerinize adam gibi tarifelerle gelin de yurtdýþý geri kalsýn... eskileri kazýklamayýn..;2
bu gecede turkcell bayisine küfür etmeden uyumam;2
"turkcell turkcellhizmet lütfen youtube'dan ""aaa fotoðrafým nasýl ? like yaðýyor görüyor musun"" þeklinde ergence reklamýnýzý kaldýrýn.";2
ultra,mega,hiper hýzlý turkcell hattýmla 15,3 mb'týn 10 mb kýsmýný, 17 dakikada indirebildim.süpersin turkcell;2
benim kullandigim tarifenin aynisi turkcell e gelene 25 tl bana ise 49 tl. valla kaziklandigimi dusunuyorum.en azindan hediye net verin;2
10 yýldýr turkcell kullanýyordum bugün itibariyle vodafonetr geçiyorum. hayýrlý uðurlu bol kampanyali olsun;2
numara taþýma da sim kart ücreti alan tek operatör ve insanlarý yanýltarak turkcell turkcellhizmet;2
2 gundur baglanti sorunu vardi bu gece internet tamamen gitti kalitesizsin turkcellsuperonline turkcell superonlinetr turkcellhizmet;2
hani her yerde çekiyodu telefon turkcell gnctrkcll;2
interneti düzelteceðiniz günü sabýrla bekliyoruz, genelde çekmiyor da !!! turkcellhizmet turkcell;2
verdiðin paket resimleri açmýyor turkcell nasý bi iyimserlik bu?;2
turkcell tam bir nefretimsin;2
bu turkcell in adý çýkmýþ.avea daha çok çekiyodu valla;2
tcellplatinum turkcell turkcellhizmet platinuma sinema bileti vereceðinize düzgün hizmet verin;2
turkcell superonlinetr býde hýzlý olsa. da kazýk atmasa.;2
akilabiniz turkcell bunlar vergi levhasi olan resmi tokatcilar usta. cakallar yurt disinda ayni tokatciligi yapamiyolar ama.;2
gecenin saat 1 inde faturayý ödemedim diye hattýmý kullanýma kapatan hain turkcell;2
bu turkcell çok çakal varya;2
nilatria turkcell hýrsýýýz;2
aslihayvani her yerden çekiyor diye ama deðiþtirecem galiba az önce müþteri temsilcisiyle konuþmak için para ödedim turkcell;2
turkcell numaralarýmý size taþýdým.saat01:20 de açýlmasý gerekirdi.ama daha açýlmadý;2
allahsýz turkcell 2 þarký dinledik diye internet paketi biter mi ya belki efkarlýydýk ne var;2
neymiþ efendim lira yüklendiðini biliyomuþum neden kontrol etmiyomuþum. koca müþteri temsilcisi böyle dedi ya. yarýn turkcell;2
her ay turkcell'e fatura bedelimin 3 katýný ödemeye bayýlýrým...;2
turkcell ne oluyor bu internete;2
2- tcellplatinum konu iletildikten sonra turkcell müþ.hiz.4 kere daha aradým ve durumu izah ettim,fakat geri dönüþ olmadý hilmigulerordu;2
turkcell hadi bana açýklayýn akk olmazsa ne olur? akk neden var? 2016 yýlýndayýz salýn þu interneti.;2
ya senin turkcell kere hemiiii;2
"turkcell kazýklanmak yetmiyormuþ gibi puan düþüyo müsteri hizmetlerini arayýnca da ""allah allah sizin puanýnýz yüksek olmasý gerek aslýnda""";2
turkcell faturaný hiç yatýrmazsan puanýn katlanýyo, aylarca düzenli fatura yatýr puanýn düþüyo böyle saçmalýk yok.sonra neden müþteri kaybý.;2
turkcell dedik bastaci yaptik nerdeyse ama ne ses kalitesi guzel.ne internet hizi bin pisman oldum :( turkcellhizmet;2
turkcell býrak ya ne hizmeti bir dakýkalýk internet cihazý arýzasýný 24 saatte 2 kez aramama raðmen zor çözdünüz?;2
bu yýlýn ilk kazýðýný ben yiyecem herhalde. 6 gb'lýk internet 23 gün bile yetmedi. þimdiden turkcell güncel fatura tutarý 95 tl olmuþ !;2
turkcell sifre yollasa faturamý zamanýnda pekala öderdim, musteri hizmetlerine de ulaþýlamýyor;2
elveda turkcell!;2
bu ülkenin en büyük dolandýrýcýsý sizsiniz ! turkcell;2
turkcell çekim gücü týrt istanbul gobegnde çekmiyor. dava edicem turkcell;2
canýn cehenneme turkcell;2
turkcellhizmet turkcell çok mu zordu oraya seyyar bir baz istasyonu koymak, bu kadar mý tasarruftasýnýz, evimde çekmediði yetmiyor gibi;2
turkcellhizmet turkcell bu gece santral istanbulda sadece turkcell aboneleri ne ileti ne de foroðraf atmayý baþaramadý biliyor musunuz ?;2
turkcell aydýn merkezde bile en kötü 3g sizde.sözde internet hýzýnda en iyisiniz diye sizi seçtik kablumbaða bile daha hýzlý.;2
vodafone cekmiyordu.turkcell'e geçis yaptik ewde tlf çekmiyor net donuyor buyur burdan yak..;2
allahýnýz varsa þu baz istasyonunu yaptýrýrsýnýz artýk mahalledeki herkes aveaya geçti turkcell;2
turkcell býktým turkcell müþteri hizmetleri ni arayip sotun bildirmekte;2
turkcell'in son reklamý resmen en çirkin reklam listesinin baþýnda o ne ya öyle off;2
platinyum paketim var 4gb ýnternet 10 günde bitiyor! birde üstüne 4-5 tane 250mb alýyorum. süper kerizim deðil mi turkcell turkcellhizmet;2
evimde internetim cekmiyor, turkcell hikaye, 3g hepten hikaye turkcell turkcellhizmet superonlinetr;2
ya bi yürü git turkcell gibi sövecem haa;2
gece gece mecburiyetten turkcell kullandýðým geldi aklýma darlandim;2
of turkcell of;2
turkcell vodafone falan hikaye anlatýyor. bu kadar geriden takip etmek zorunda mýyýz dünyayý?;2
bugün de turkcell duygu sömürüsü yapmak için 46558 dakikalýk reklam çekmiþ;2
yýl 2015 benim evimde turkcell çekmiyor turkcellhizmet turkcell;2
superyardim turkcell superonline & türk telekom iþbirliði ile maksimum hýzda fiber rezalet!;2
turkcell'in akkli interneti=ezýyet;2
ýnternetinizin kalitesi bana vodafone'u özlettiniz turkcell;2
gecenin bu saatinde yuvarlama farký için sms gonderen turkcell i tebrik ederim. uykuda da mi rahat yok! turkcellhizmet;2
